sing_id,subject,singer,앨범 종류,발매일,장르,스타일,기획사,유통사
43654193,내사람,SG워너비,정규,2011.08.10,발라드,발라드,,다날엔터테인먼트
16128414,낭만 고양이,체리 필터 (Cherry Filter),정규,2002.08.13,락/메탈,하드 락,뮤직팜,카카오엔터테인먼트
92186825,Maria,정홍일,컴필레이션,2021.02.02,발라드,발라드,"JTBC / JTBC스튜디오, ㈜쇼플레이",카카오엔터테인먼트
92186791,그때 우리 좋았었는데 (Feat. 정유진),수진 (Sujin) & 화랑,싱글,2021.02.02,랩/힙합,힙합,MOT 엔터테인먼트,NHN벅스
92187092,말이 안 되잖아 (Feat. 헤이즈),데이브레이크 (DAYBREAK),싱글,2021.02.02,발라드,발라드,주식회사 엠피엠지,카카오엔터테인먼트
92188221,커피가게 아가씨 (Feat. 원슈타인) (Prod. by PEEJAY),BIG Naughty (서동현),싱글,2021.02.02,랩/힙합,힙합,H1GHR MUSIC,카카오엔터테인먼트
92187229,이별자리,이우,싱글,2021.02.02,발라드,발라드,케이에이치컴퍼니,카카오엔터테인먼트
92116830,미미 (MIMI),유라 (youra),EP(미니),2021.02.02,일렉트로닉,알앤비,㈜문화인,"지니뮤직, Stone Music Entertainment"
92186778,Cinema,CIX (씨아이엑스),EP(미니),2021.02.02,댄스/팝,발라드,C9 ENTERTAINMENT,주식회사 인터파크
16159232,Loveholic,러브홀릭 (Loveholic),정규,2003.04.25,락/메탈,모던 락,(주)플럭서스,Dreamus
73019868,알고있나요(꽃보다 남자OST 삽입곡),썸데이 (Someday),OST,2009.01.08,OST,TV 드라마,다해이엔티,미러볼뮤직
80346758,사랑인걸요,태연 & 써니,OST,2009.09.30,OST,TV 드라마,포레스트미디어,지니뮤직
50726830,수호천사,지아 (Zia),싱글,2007.07.16,발라드,발라드,카카오엔터테인먼트,카카오엔터테인먼트
16172144,사랑합니다,쿨 이재훈,컴필레이션,2004.04.01,댄스/팝,발라드,카카오엔터테인먼트,카카오엔터테인먼트
16121239,다시 사랑한다면,도원경,정규,2001.05,댄스/팝,팝메탈/LA메탈,,RIAK
67873145,미아,아이유 (IU),EP(미니),2008.09.23,발라드,발라드,카카오엔터테인먼트,카카오엔터테인먼트
92194804,Love so Fine,차은우 (ASTRO),OST,2021.02.03,발라드,발라드,Stone Music Entertainment,지니뮤직
92195275,기억과 기억 사이,엘(L),싱글,2021.02.03,발라드,발라드,㈜매니지먼트이상,유니버설뮤직코리아
92194207,Home,가호 (Gaho),싱글,2021.02.03,발라드,발라드,비오디엔터테인먼트,워너뮤직코리아
38655702,너 말고 니 언니 (Original),이지 라이프 (Ez-Life),정규,2006.04.10,댄스/팝,댄스 팝,내가네트워크,Dreamus
92105639,마음이 그래,개코 & 권진아,싱글,2021.02.04,발라드,발라드,아메바컬쳐,"지니뮤직, Stone Music Entertainment"
92213348,고백 (바른연애 길잡이 X 허각),허각,싱글,2021.02.04,발라드,발라드,"TOON STUDIO, 느을",카카오엔터테인먼트
92206921,Drama,블루 (BLOO),싱글,2021.02.04,랩/힙합,랩,UNCUTPOINT,워너뮤직코리아
92208461,너가 좋아하는 노래 (Feat. 박재범),베이빌론 (Babylon),정규,2021.02.04,알앤비/소울,알앤비,Babylon Records,Sony Music
92208469,혼자 (With 이효리),베이빌론 (Babylon),정규,2021.02.04,알앤비/소울,알앤비,Babylon Records,Sony Music
92208485,이 바보야,소향 & 신용재 (2F),싱글,2021.02.04,발라드,발라드,JTBC,Dreamus
16174678,너의 곁으로,조성모,OST,2004.06.25,발라드,발라드,,오감엔터테인먼트
92205184,오늘부터 시작인걸,황인엽,OST,2021.02.05,댄스/팝,TV 드라마,Stone Music Entertainment,지니뮤직
92228442,기억 속으로,에일리 (AILEE),OST,2021.02.05,발라드,발라드,에이치플러스 엔터테인먼트,Dreamus
92232257,뒤돌아보지 말아요,젝스키스,싱글,2021.02.05,발라드,발라드,YG Entertainment,YG PLUS
92234557,Forever (약속),aespa,싱글,2021.02.05,발라드,발라드,SM ENTERTAINMENT,Dreamus
92232339,자유,새소년,싱글,2021.02.05,인디,인디 팝,매직스트로베리사운드,"지니뮤직, Stone Music Entertainment"
16261697,애송이의 사랑,양파,컴필레이션,2014.04.14,발라드,발라드,,주식회사 블렌딩
46827468,봄이여 오라 (Feat.유리),MC 스나이퍼,정규,2007.03.05,랩/힙합,랩,포니캐년,포니캐년코리아
69947149,이별후애(feat. 주보라),원써겐 (1sagain),싱글,2008.11.05,랩/힙합,팝랩,,오감엔터테인먼트
16131362,마지막 내 숨소리,엠씨더맥스 (M.C the MAX),정규,2014.01.02,발라드,발라드,뮤직앤뉴,뮤직앤뉴
46732006,비행소녀,마망,싱글,2007.05.17,발라드,발라드,,RIAK
16180822,어쩌다가,전초아,싱글,2005.08.11,댄스/팝,발라드,IS엔터테인먼트,Dreamus
92234559,흑백사진 (2021) (바른연애 길잡이 X KCM),KCM,싱글,2021.02.06,발라드,발라드,"TOON STUDIO, 느을",카카오엔터테인먼트
92228713,상도동 골목이야 (Feat.런치),로맨틱시티 (Romantic City),싱글,2021.02.06,인디,힙합,로맨틱팩토리,워너뮤직코리아
86036477,누나가 딱이야,영탁,싱글,2016.03.14,성인가요,트로트,,카카오엔터테인먼트
90252976,옆집오빠,영탁,컴필레이션,2020.05.22,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
91420722,넌 나의 20대였어,영탁,컴필레이션,2020.11.20,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92107243,꽃길,영탁,컴필레이션,2021.01.26,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
91675606,살다보니 (인생별곡),영탁,컴필레이션,2020.12.16,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
91691110,둠바둠바,영탁,컴필레이션,2020.12.17,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90640758,바람의 노래,영탁,컴필레이션,2020.08.07,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
86629690,우리 정말 나쁘다 (演歌),영탁,싱글,2016.09.30,성인가요,어덜트 컨템포러리,,카카오엔터테인먼트
92187774,뜨거운 안녕,이찬원,컴필레이션,2021.02.02,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
91948490,벤치,영탁,컴필레이션,2021.01.12,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
51996211,죽을 만큼 사랑했어요 (Acoustic 2007 Real-Session),SG워너비,스페셜,2007.08.28,발라드,발라드,Stone Music Entertainment,지니뮤직
51996278,어린사랑 (Acoustic 2007 Replay Edition),SG워너비,스페셜,2007.08.28,발라드,발라드,Stone Music Entertainment,지니뮤직
49370000,어떻게 널 잊겠니,씨야 (SeeYa),정규,2007.05.25,알앤비/소울,알앤비,,다날엔터테인먼트
92234460,다시 만날까 봐 (Prod. by V.O.S),이예준,싱글,2021.02.07,발라드,발라드,뮤니콘,카카오엔터테인먼트
92229683,별들 중에서,임한별,OST,2021.02.07,OST,TV 드라마,더그루브컴퍼니 by 빅오션 ENM,Dreamus
92228792,넌 나를 사랑하지 않아,투앤비,싱글,2021.02.07,발라드,발라드,도너츠컬처,NHN벅스
73023384,다줄께 (Feat.송지은),언터쳐블,정규,2009.01.08,랩/힙합,힙합,㈜알비더블유,주식회사 콘텐츠엑스 (ContentsX)
16267593,알고 싶어요!,양파,정규,1998.01,댄스/팝,알앤비,케이앤씨뮤직,Dreamus
92260443,Sugar,김우석,EP(미니),2021.02.08,댄스/팝,발라드,티오피미디어,카카오엔터테인먼트
92261744,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),윤하 (YOUNHA),싱글,2021.02.08,발라드,발라드,"TOON STUDIO, 느을",카카오엔터테인먼트
92236189,범 (Feat.Chillin Homie & Kid Milli),라비 (RAVI),싱글,2021.02.08,랩/힙합,랩,그루블린,워너뮤직코리아
92234420,she like caffeine (Feat. MALKEY),산이 (San E),싱글,2021.02.08,랩/힙합,힙합,세임사이드컴퍼니,"지니뮤직, Stone Music Entertainment"
92260446,이따 뭐해,김우석,EP(미니),2021.02.08,댄스/팝,발라드,티오피미디어,카카오엔터테인먼트
92260442,Tasty,김우석,EP(미니),2021.02.08,댄스/팝,발라드,티오피미디어,카카오엔터테인먼트
92260445,Holiday,김우석,EP(미니),2021.02.08,댄스/팝,발라드,티오피미디어,카카오엔터테인먼트
92260444,Better,김우석,EP(미니),2021.02.08,댄스/팝,발라드,티오피미디어,카카오엔터테인먼트
92260447,Next,김우석,EP(미니),2021.02.08,댄스/팝,발라드,티오피미디어,카카오엔터테인먼트
92102835,Stars,PRETTYMUCH,EP(미니),2021.01.29,팝,팝,Sire,워너뮤직코리아
92270136,골목길,이무진,컴필레이션,2021.02.09,발라드,발라드,"JTBC / JTBC스튜디오, ㈜쇼플레이",카카오엔터테인먼트
92262320,토닥토닥,한동근,싱글,2021.02.09,발라드,발라드,브랜뉴뮤직,카카오엔터테인먼트
92234657,가려진 별,2F (신용재 & 김원주),OST,2021.02.09,발라드,발라드,"디오션뮤직, 유어썸머",뮤직앤뉴
92228586,Your Eyes,선우정아,OST,2021.02.09,락/메탈,모던 락,Stone Music Entertainment,지니뮤직
92236206,수호신,조수미 & 비,싱글,2021.02.09,클래식,크로스오버,주식회사 클렙,워너뮤직코리아
89089060,설날 (까치까치 설날),동요,정규,2016.07.20,어린이,동요,,이즈뮤직
92272051,이불,영탁,싱글,2021.02.10,성인가요,트로트,"티조컬처앤컨텐츠, 뉴에라프로젝트, 밀라그로",카카오엔터테인먼트
92264453,마이클 잭슨,염따,싱글,2021.02.10,랩/힙합,알앤비,Daytona Entertainment,"지니뮤직, Stone Music Entertainment"
92264217,촌스러운 사랑노래 (By 요요미),박진영PD,싱글,2021.02.10,성인가요,트로트,JYP엔터테인먼트,Dreamus
92187778,조율,영탁,컴필레이션,2021.02.02,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92187777,찬찬찬,이찬원,컴필레이션,2021.02.02,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
38702013,유추프라카치아,토니안,정규,2006.04.14,댄스/팝,발라드,아이에스뮤직스,NHN벅스
92272958,내가 더 많이 널 사랑해서 (바니와 오빠들 X 임슬옹),임슬옹,싱글,2021.02.11,발라드,발라드,"TOON STUDIO, 느을",카카오엔터테인먼트
90539282,Rainy day (Feat. ASH ISLAND & Skinny Brown),PATEKO (파테코),싱글,2020.07.19,랩/힙합,랩,tokkinny records,YG PLUS
83888619,바람길,장윤정,정규,2015.04.22,성인가요,트로트,코엔스타즈,카카오엔터테인먼트
92266030,여여 (如如),이찬원,컴필레이션,2021.02.09,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92279224,바람길,김태연,컴필레이션,2021.02.12,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92279221,사모곡,양지은,컴필레이션,2021.02.12,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92279217,훨훨훨,김다현,컴필레이션,2021.02.12,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92263409,why don't you love me now,oceanfromtheblue & slchld & 구현,싱글,2021.02.12,인디,알앤비,Nostalgia Music,워너뮤직코리아
84996991,사랑보다 깊은 상처 (Duet With 태연),임재범,싱글,2015.09.10,발라드,발라드,,오감엔터테인먼트
77704742,편한 사람이 생겼어 (Duet. 브랜뉴데이 채린),일 락,정규,2009.05.07,발라드,발라드,,지니뮤직
80648158,루팡 (Lupin),카라 (KARA),EP(미니),2010.02.17,댄스/팝,댄스 팝,디에스피미디어,카카오엔터테인먼트
92259781,Love song (Feat. Sonny Zero & Jae Luna),뎁트,싱글,2021.02.13,인디,알앤비,뎁트 뮤직,"지니뮤직, Stone Music Entertainment"
81058809,솜사탕 (Feat. 은정 Of 티아라),BGH to,싱글,2011.07.14,발라드,발라드,주식회사 뉴씨씨씨,카카오엔터테인먼트
80766635,애인이 생기면 하고 싶은 일 (with 비),지나,정규,2011.01.18,댄스/팝,발라드,,카카오엔터테인먼트
88314881,Bohemian Rhapsody,Queen,정규,2014.09.09,팝,팝,Timeless Music Company,케이디지털미디어
70332844,총맞은것처럼,백지영,정규,2008.11.13,댄스/팝,발라드,카카오엔터테인먼트,카카오엔터테인먼트
39336341,아무리 생각해도 난 너를,스윗소로우 (SWEET SORROW),OST,2006.05.04,OST,TV 드라마,,이엔이미디어
80818096,Can't Nobody,2NE1,정규,2010.09.09,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
92272010,절대 (Prod. by Kidstone),호미들,싱글,2021.02.14,랩/힙합,힙합,영앤리치 레코즈,카카오엔터테인먼트
92115806,First Love,NCT 127,EP(미니),2021.02.17,J-POP,팝,SM ENTERTAINMENT,Dreamus
91951860,Bicycle,청하,정규,2021.02.15,댄스/팝,댄스 팝,MNH Entertainment,"지니뮤직, Stone Music Entertainment"
92274082,ZERO:ATTITUDE (Feat. pH-1),소유 (SOYOU) & IZ*ONE (아이즈원),싱글,2021.02.15,댄스/팝,댄스 팝,스타쉽 엔터테인먼트,카카오엔터테인먼트
92274258,아이 (Daydream),CHEEZE (치즈),OST,2021.02.15,OST,TV 드라마,㈜블렌딩,주식회사 블렌딩
91951861,Masquerade,청하,정규,2021.02.15,댄스/팝,댄스 팝,MNH Entertainment,"지니뮤직, Stone Music Entertainment"
92273873,우리라서 참 행복했어,주호,싱글,2021.02.15,발라드,발라드,IN A MILLION,워너뮤직코리아
92264604,한번 더 이별,윤종신,정규,2016.01.20,발라드,발라드,미스틱89,Dreamus
92260563,One in a Million,마크 (GOT7) & Sanjoy,싱글,2021.02.12,팝,팝,PORT22,FUGA
92287069,누군가의 무엇이 되어,지아 (Zia),OST,2021.02.15,발라드,발라드,(주)빅토리콘텐츠,카카오엔터테인먼트
80551368,너에게 약속하는 7가지,테이 & 간미연,싱글,2009.11.17,댄스/팝,팝,오픈월드엔터테인먼트,RIAK
81143017,클렌징크림,브라운아이드걸스,싱글,2011.11.04,발라드,발라드,내가네트워크,Dreamus
80715081,뭐라할까!,브리즈,정규,2010.04.26,인디,인디 락,,디지탈레코드
16150068,Brown City,브라운 아이드 소울 (Brown Eyed Soul),정규,2003.09.17,발라드,발라드,갑엔터테인먼트,"지니뮤직, Stone Music Entertainment"
60150112,화분 (Bonus Track),알렉스 (Alex),정규,2008.06.11,댄스/팝,발라드,(주)플럭서스,Dreamus
58549204,내게 오는길,성시경,정규,2001.04,댄스/팝,발라드,Stone Music Entertainment,지니뮤직
92325403,Bubbles&Mushrooms (FRNK Remix),백예린 (Yerin Baek),EP(미니),2021.02.16,댄스/팝,댄스 팝,블루바이닐,Dreamus
92327285,PARANOIA,강다니엘,싱글,2021.02.16,알앤비/소울,알앤비,KONNECT Ent.,Sony Music
92326696,너와 나의 내일,2F (신용재 & 김원주),싱글,2021.02.16,발라드,발라드,밀리언마켓,카카오엔터테인먼트
92264867,"왜, 너만",서은광 (비투비),OST,2021.02.16,발라드,발라드,"디오션뮤직, 유어썸머",뮤직앤뉴
92115804,gimme gimme,NCT 127,EP(미니),2021.02.17,J-POP,팝,SM ENTERTAINMENT,Dreamus
16149857,오리날다 (영화 '권순분여사 납치사건' CF 테마송),체리 필터 (Cherry Filter),정규,2003.09.04,락/메탈,모던 락,뮤직팜,카카오엔터테인먼트
59894305,This Time,원더걸스,싱글,2008.06.03,댄스/팝,댄스 팝,JYP 엔터테인먼트,Dreamus
81005033,Better Together,타루,싱글,2011.05.04,일렉트로닉,일렉트로닉 팝,파스텔뮤직,NHN벅스
92331094,초점,김범수,싱글,2021.02.17,발라드,발라드,영엔터테인먼트,"지니뮤직, Stone Music Entertainment"
55814414,후회는 없어 (Feat. 베이지),노블레스 (Noblesse),정규,2008.01.17,,팝,,다날엔터테인먼트
56172354,이름만 들어도 (Rap Feat. 길미),강현주,싱글,2008.01.29,댄스/팝,발라드,,RIAK
54530891,눈물이 더 가까운 사람,FTISLAND (FT아일랜드),스페셜,2007.12.03,댄스/팝,락 발라드,피쉬엔케익뮤직,카카오엔터테인먼트
92345801,잘 가,권진아,EP(미니),2021.02.18,발라드,발라드,안테나,카카오엔터테인먼트
92345184,오늘도 난 봄을 기다려,케이시 (Kassy),싱글,2021.02.18,발라드,발라드,"Dreamus, WHYNOT MEDIA",Dreamus
92345823,좋아해.. (바른연애 길잡이 X 죠지),죠지,싱글,2021.02.18,발라드,발라드,"TOON STUDIO, 느을",카카오엔터테인먼트
92345800,우리의 방식,권진아,EP(미니),2021.02.18,발라드,발라드,안테나,카카오엔터테인먼트
92345804,어른처럼 (With. 죠지),권진아,EP(미니),2021.02.18,발라드,발라드,안테나,카카오엔터테인먼트
92345802,꽃말,권진아,EP(미니),2021.02.18,발라드,발라드,안테나,카카오엔터테인먼트
92345803,You already have,권진아,EP(미니),2021.02.18,발라드,발라드,안테나,카카오엔터테인먼트
92345805,여행가,권진아,EP(미니),2021.02.18,발라드,발라드,안테나,카카오엔터테인먼트
89806188,I Love U Crazy!,골든차일드,정규,2020.01.29,댄스/팝,댄스 팝,울림 엔터테인먼트,카카오엔터테인먼트
54230301,마지막 인사,BIGBANG,EP(미니),2007.11.22,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
53421747,혜성,윤하 (YOUNHA),정규,2007.10.23,댄스/팝,발라드,라이온미디어,케미컬레코드
20788331,A-Ha,아이비 (Ivy),정규,2005.07.19,댄스/팝,발라드,스톰이앤에프,Dreamus
92345809,멘토스 (Mentors),The Quiett & 사이먼 도미닉 & 넉살 (Nucksal) & 박재범 & 로꼬 & pH-1 & 창모 (CHANGMO) & 염따 & Way Ched (웨이체드) & WOOGIE,컴필레이션,2021.02.19,랩/힙합,랩,Stone Music Entertainment,지니뮤직
92336914,밤공기,도영 (DOYOUNG),OST,2021.02.19,발라드,발라드,(주)아크메,주식회사 블렌딩
92345821,함께 했는데 이별은 나 혼자인 거야,이소정,싱글,2021.02.19,발라드,발라드,니즈뮤직,NHN벅스
92358231,God Damn,I.M (아이엠),EP(미니),2021.02.19,랩/힙합,힙합,스타쉽 엔터테인먼트,카카오엔터테인먼트
80930443,벌써 보고 싶어,지나,정규,2011.01.18,댄스/팝,발라드,,카카오엔터테인먼트
80173559,면사포,이승기,정규,2010.01.19,발라드,발라드,,후크엔터테인먼트
38350499,달리 되었더라면,멜로 브리즈 (Melo Breeze),정규,2006.03.24,발라드,발라드,에스에스엔터테인먼트,NHN벅스
16184184,겨울일기,장나라,정규,2004.12.20,댄스/팝,발라드,,워너뮤직코리아
16108311,사랑해도 될까요?,유리상자,정규,2001.11,댄스/팝,발라드,유리엔터테인먼트,카카오엔터테인먼트
80609059,또르르,지연,싱글,2022.07.15,발라드,발라드,니즈뮤직,NHN벅스
59578716,누난 너무 예뻐 (Replay),SHINee (샤이니),EP(미니),2008.05.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
16108074,내게 오는 길 (Bonus Track),성시경,정규,2001.04,댄스/팝,발라드,Stone Music Entertainment,지니뮤직
73019655,별빛눈물,김유경,OST,2009.01.08,OST,TV 드라마,다해이엔티,미러볼뮤직
92363228,다른사람을 사랑하고 있어,조현아 (어반자카파),싱글,2021.02.20,발라드,발라드,한국방송공사,카카오엔터테인먼트
92359681,앙코르 (Encore),GOT7 (갓세븐),싱글,2021.02.20,댄스/팝,댄스 팝,워너뮤직,워너뮤직코리아
92363162,너를 만나,별은,싱글,2021.02.20,인디,발라드,인터파크 엔터테인먼트,카카오엔터테인먼트
92359169,Break Up (Feat. nobody likes you pat & Emily Brophy),서액터 & 뎁트,싱글,2021.02.20,인디,알앤비,뎁트 뮤직,"지니뮤직, Stone Music Entertainment"
58348545,바보에게...바보가,박명수,싱글,2008.04.04,댄스/팝,발라드,,주식회사 퍼플파인 엔터테인먼트
92330658,一個人 (Alone),잭슨,싱글,2021.01.30,,팝,TEAM WANG,FUGA
92327230,갈무리,이찬원,컴필레이션,2021.02.16,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
92327225,고장난 벽시계,이찬원,컴필레이션,2021.02.16,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
16173817,고마웠다고...,팀,정규,2004.08.10,발라드,발라드,,다인플러스
67140891,Song Cry And (Feat.서지은),치즈가몽키,정규,2008.09.02,인디,인디힙합,,오리필사운드
73019653,Stand By Me,SHINee (샤이니),OST,2009.01.08,OST,TV 드라마,다해이엔티,미러볼뮤직
92364348,사랑한단 거짓말은 안 할래,먼데이 키즈 (Monday Kiz) & 최현준 (V.O.S),싱글,2021.02.21,발라드,발라드,"J-SOUL company, 먼데이키즈 컴퍼니",카카오엔터테인먼트
92363562,우리집 고양이 츄르를 좋아해 (Feat. 염따),meenoi (미노이),싱글,2021.02.21,랩/힙합,힙합,에잇볼타운,"지니뮤직, Stone Music Entertainment"
91066986,Ashes,Stellar,싱글,2020.05.03,팝,팝,Arista Records,Sony Music
92270702,Heaven,Pink Sweat$,정규,2021.02.12,팝,알앤비,Atlantic Records,워너뮤직코리아
78476498,울어,V.O.S,EP(미니),2009.05.25,발라드,발라드,스타제국,카카오엔터테인먼트
81385524,미안해서 미안해 (Feat. G.NA),김진표 (JP),정규,2012.06.29,랩/힙합,랩,레이블 벅스,NHN벅스
92357545,uh-uh (Feat. Kid Milli & 개코),허성현 (Huh!),싱글,2021.02.22,랩/힙합,힙합,아메바컬쳐,"지니뮤직, Stone Music Entertainment"
92399149,Don't Call Me,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399150,Heart Attack,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399151,Marry You,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399152,CØDE,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399153,I Really Want You,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399154,Kiss Kiss,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399155,Body Rhythm,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399156,Attention,SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92399157,빈칸 (Kind),SHINee (샤이니),정규,2021.02.22,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
92359913,떠나요 (Leave Me),벤,OST,2021.02.22,발라드,발라드,㈜블렌딩,주식회사 블렌딩
88003114,데리러 가 (Good Evening),SHINee (샤이니),정규,2018.05.28,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
88026975,I Want You,SHINee (샤이니),정규,2018.06.11,일렉트로닉,일렉트로닉 팝,SM ENTERTAINMENT,Dreamus
88061890,네가 남겨둔 말 (Our Page),SHINee (샤이니),정규,2018.06.25,알앤비/소울,알앤비,SM ENTERTAINMENT,Dreamus
92398125,Let's Dance,V2 (양준일),EP(미니),2021.02.22,댄스/팝,댄스 팝,엑스비,유니버설뮤직코리아
92402200,꼬리 (TAIL),선미,싱글,2021.02.23,댄스/팝,댄스 팝,(주)어비스컴퍼니,카카오엔터테인먼트
92402201,꽃같네 (What The Flower),선미,싱글,2021.02.23,댄스/팝,댄스 팝,(주)어비스컴퍼니,카카오엔터테인먼트
92400819,Sunny,SURAN (수란),싱글,2021.02.23,알앤비/소울,알앤비,S-TASY,Sony Music
92363655,RUDE (Feat. 모트),윌콕스,싱글,2021.02.23,인디,알앤비,(주)인플래닛,"지니뮤직, Stone Music Entertainment"
16186229,그리움을 사랑한 가시나무,테이 (Tei),정규,2005.02.01,발라드,발라드,KTF 뮤직,지니뮤직
91328113,어떤 밤이 와도 널 안아줄게,봉훈,EP(미니),2020.11.20,발라드,발라드,봉훈,주식회사 뮤즈플랫폼
92419034,Beautiful Beautiful,온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419035,My Name Is,온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419036,온도차 (Thermometer) (ON Team Ver.),온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419037,비밀 (Secret Triangle) (OFF Team Ver.),온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419038,The Realist,온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419039,On-You (Interlude),온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419040,누워서 세계 속으로 (Trip Advisor),온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419042,I.T.I.L.U,온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419041,Feedback,온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
92419043,Beautiful Beautiful (English Ver.),온앤오프 (ONF),정규,2021.02.24,댄스/팝,댄스 팝,더블유엠엔터테인먼트,"지니뮤직, Stone Music Entertainment"
16173194,아름다운 사실,부활,정규,2003.12.19,댄스/팝,락,Stone Music Entertainment,지니뮤직
92413088,사랑하는 당신께,폴킴,싱글,2021.02.25,발라드,발라드,뉴런뮤직,카카오엔터테인먼트
92427194,멜로디,ASH ISLAND,싱글,2021.02.25,랩/힙합,힙합,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
92412192,Joker (Feat. JAMIE),BIG Naughty (서동현),EP(미니),2021.02.25,랩/힙합,힙합,H1GHR MUSIC,카카오엔터테인먼트
92412193,Frank Ocean (Feat. SOLE) (Prod. by Cosmic Boy),BIG Naughty (서동현),EP(미니),2021.02.25,랩/힙합,힙합,H1GHR MUSIC,카카오엔터테인먼트
39625684,With You (Duet. 박효신),리사,정규,2006.05.25,알앤비/소울,알앤비,MI.Lab(엠아이랩),"지니뮤직, Stone Music Entertainment"
81874455,VIVA청춘,딕펑스 (Dickpunks),EP(미니),2013.04.25,인디,팝 락,,뮤직앤뉴
81265027,Gift,박효신,정규,2009.09.15,발라드,발라드,젤리피쉬엔터테인먼트,카카오엔터테인먼트
92448751,그 강을 건너지마오,양지은,컴필레이션,2021.02.26,성인가요,트로트,㈜티조컬처앤컨텐츠,카카오엔터테인먼트
92427225,Villain (Feat. JAMIE (제이미)),치타 (CHEETAH),싱글,2021.02.26,랩/힙합,힙합,크다엔터테인먼트,"지니뮤직, Stone Music Entertainment"
86992414,롤린 (Rollin'),브레이브걸스 (Brave girls),EP(미니),2017.03.07,댄스/팝,댄스 팝,브레이브엔터테인먼트㈜,3.14
92446937,Lose,원호 (WONHO),EP(미니),2021.02.26,댄스/팝,댄스 팝,㈜하이라인엔터테인먼트,카카오엔터테인먼트
